col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col23,col24,col25,col26,col27,col28,col29,col30,col31,target
60,3,2,2,2,1,1,4,1,3,6,2,1,2,1,2,1,1,2,1,1,1,1,2,2,1,3,2,0
29,2,2,2,2,3,3,2,3,3,1,1,1,2,2,1,1,1,2,2,2,4,3,1,1,2,3,2,0
50,1,1,1,1,1,1,2,3,4,4,1,2,1,2,2,1,2,2,1,2,2,1,2,1,2,3,3,1
2,2,2,1,1,2,2,3,4,1,3,2,1,1,2,1,1,2,1,1,2,4,2,1,1,2,1,3,1
56,2,1,2,1,1,1,2,1,3,4,1,1,1,1,1,1,1,1,1,2,2,1,3,1,2,2,3,0
17,3,1,2,2,2,2,2,4,5,3,2,2,2,1,1,2,1,1,2,1,4,3,3,1,1,3,2,0
60,1,2,1,2,1,1,3,1,5,2,1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1
36,3,1,1,1,1,2,2,3,5,5,1,1,2,1,1,2,1,1,2,2,4,3,1,1,2,2,1,0
61,1,2,1,1,3,1,3,3,1,4,2,2,1,1,1,2,2,1,2,1,4,1,2,1,1,1,2,0
17,1,1,2,2,1,2,1,2,1,5,1,2,1,1,1,1,2,2,2,2,2,3,3,1,1,3,1,0
49,2,1,1,2,3,2,3,1,3,6,1,2,2,2,1,1,1,1,1,2,3,3,3,2,1,3,1,0
60,2,1,2,1,3,1,4,3,4,5,1,2,2,2,1,1,2,2,1,1,3,3,2,2,1,3,2,0
20,3,2,1,1,1,3,2,1,4,6,2,2,2,2,2,1,1,2,1,1,4,3,3,1,1,2,1,0
50,3,2,2,1,3,1,2,4,4,6,2,2,2,1,1,1,1,1,2,1,2,2,3,2,2,3,2,0
3,3,2,1,1,1,3,3,4,2,2,2,2,1,2,1,2,1,2,2,1,1,3,2,2,1,2,3,0
43,1,2,1,2,3,3,4,1,6,5,1,2,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,0
57,3,1,2,1,3,3,2,3,1,3,1,2,2,1,1,1,1,1,2,2,1,3,1,1,2,2,2,0
50,1,2,2,1,2,3,1,4,1,4,2,1,2,1,1,2,1,2,1,2,1,1,3,1,2,1,3,1
68,1,2,1,1,2,3,3,3,3,2,1,1,2,2,1,2,2,2,1,1,1,1,3,2,2,2,1,0
50,1,1,1,1,1,3,4,1,6,6,1,1,2,2,1,1,2,1,1,2,2,2,1,2,1,3,3,1
37,1,2,1,2,3,1,3,2,5,6,2,2,2,1,2,1,1,1,2,1,4,1,3,1,2,3,1,0
46,1,2,1,1,2,2,2,3,1,3,1,1,1,1,1,2,2,2,2,1,1,3,1,1,2,1,3,1
42,2,2,1,1,2,2,2,4,4,6,1,2,1,1,1,1,1,1,2,2,3,1,3,2,1,2,3,0
15,1,1,2,1,2,1,2,1,2,3,1,1,2,2,2,2,1,2,1,2,3,2,3,1,2,2,1,1
33,1,1,1,1,3,1,3,2,5,6,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1
11,2,2,1,2,1,1,4,4,5,6,2,1,2,1,2,1,1,2,2,1,3,2,2,1,1,2,3,0
20,2,2,1,1,3,3,3,1,2,2,1,2,1,2,2,2,2,2,1,2,2,3,3,1,2,2,2,1
24,2,2,1,2,3,3,2,1,2,2,1,2,2,2,1,2,1,1,2,2,1,3,3,1,2,1,3,0
64,3,2,1,1,2,2,3,3,1,5,1,1,2,2,1,2,2,1,1,2,4,1,2,1,2,1,3,0
65,3,1,2,1,3,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1,3,2,2,1,1,0
17,1,2,1,2,3,2,4,1,3,6,1,1,1,2,1,1,1,1,2,2,3,1,2,2,1,2,3,0
61,1,2,2,2,2,2,2,2,5,3,1,2,2,2,2,1,2,2,1,1,1,3,2,1,1,1,3,0
15,1,1,2,2,2,3,3,2,5,6,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1
51,1,2,2,1,3,3,1,3,4,3,2,1,1,1,1,2,1,2,2,1,2,3,2,2,2,1,2,1
27,2,1,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,2,1
61,3,2,2,2,1,3,3,1,4,3,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1,3,1,0
58,2,2,2,1,1,3,2,3,1,6,1,2,1,2,2,1,1,1,1,1,2,1,1,2,2,3,2,1
31,3,1,1,2,1,3,4,3,1,4,2,2,1,1,1,1,2,1,1,2,3,2,3,1,1,3,1,0
12,2,2,2,2,1,2,2,1,6,5,2,1,1,2,1,1,2,2,1,2,1,2,3,2,2,1,1,0
46,1,2,1,1,1,2,2,3,6,5,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1
31,3,2,1,2,2,2,4,1,1,4,1,2,1,2,1,2,1,1,2,2,2,2,1,1,1,3,3,0
32,1,2,1,2,2,1,3,4,3,1,2,1,2,2,1,2,2,2,1,2,3,3,3,1,2,1,3,1
32,3,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,4,1,3,2,1,3,2,0
53,3,2,1,1,1,3,1,2,6,3,1,2,1,2,1,1,2,1,1,2,1,3,2,2,2,3,3,0
61,1,1,1,2,1,2,4,3,2,3,1,1,2,2,2,1,2,1,2,1,1,3,3,1,2,1,1,0
46,1,1,2,1,2,1,2,4,6,2,1,2,2,1,2,1,2,1,2,2,4,2,3,2,2,1,2,1
7,1,2,1,1,2,3,3,2,3,2,1,1,2,2,2,2,2,1,1,2,1,1,3,1,1,3,1,1
4,2,2,2,1,3,2,3,1,4,1,2,1,1,1,2,1,1,1,1,2,1,3,3,1,2,1,2,0
52,3,1,2,2,3,2,4,2,1,6,1,2,2,1,2,2,1,1,2,1,4,3,3,2,2,3,3,0
31,3,1,2,2,3,3,3,2,3,3,2,2,2,2,1,2,1,1,2,1,1,2,3,1,1,3,3,0
36,3,2,1,1,3,2,1,2,4,2,1,1,1,2,2,1,2,1,1,1,3,1,2,1,1,3,1,0
54,1,2,1,1,2,1,3,1,2,3,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,3,3,0
54,3,2,1,1,2,3,2,3,5,6,1,2,1,1,1,1,1,2,1,1,1,1,3,2,1,2,3,0
17,3,2,2,1,2,2,3,1,1,4,2,1,1,2,1,2,2,2,1,1,1,3,1,1,1,2,1,0
30,1,2,1,2,2,3,4,3,1,6,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,0
22,1,2,1,2,1,2,4,2,1,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,1,2,1,1
43,3,1,1,2,3,2,1,2,6,1,1,2,2,1,1,2,1,2,2,1,1,3,1,2,2,2,2,0
27,2,2,2,1,2,3,1,4,2,1,1,2,1,2,2,2,2,2,1,1,3,3,1,2,1,1,1,1
37,1,2,1,1,2,2,1,2,1,6,1,2,2,2,2,2,1,1,2,1,2,1,2,1,2,3,2,0
46,2,2,1,2,3,2,1,1,1,3,2,1,1,1,2,1,1,2,2,1,2,2,3,2,2,2,2,1
35,2,2,1,2,2,3,3,2,6,3,1,1,2,2,2,1,1,1,1,2,4,2,1,1,1,2,2,0
4,2,1,1,2,1,2,3,4,6,6,2,1,1,1,2,2,1,1,1,1,3,1,1,2,1,2,1,0
26,2,2,1,1,2,2,4,1,2,1,2,1,2,2,1,2,1,1,1,2,2,3,3,1,1,2,2,1
19,1,2,1,2,3,3,4,4,6,3,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,3,3,1
45,3,2,2,2,1,1,1,4,6,1,1,1,1,2,2,2,1,1,2,1,1,3,3,1,1,1,1,0
26,3,2,1,2,1,1,3,1,6,5,2,1,2,1,2,1,2,1,2,2,2,3,2,2,1,2,1,0
22,1,1,1,2,3,1,2,3,3,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1
58,1,2,2,1,3,1,1,3,6,6,2,1,2,2,2,1,1,1,1,1,4,3,3,2,1,2,1,1
63,2,1,1,1,1,1,1,3,4,6,1,1,2,2,1,1,1,1,2,1,3,3,3,1,1,2,2,0
28,2,2,2,1,2,1,3,3,5,5,2,1,2,2,1,1,1,1,2,1,2,1,2,2,2,1,1,0
65,1,1,1,2,3,3,2,4,4,4,1,1,2,1,2,2,2,1,1,2,3,2,1,1,2,3,2,1
44,3,1,2,2,1,3,1,4,2,6,1,2,1,1,1,2,1,2,2,1,3,3,3,1,1,1,1,0
43,2,1,1,1,3,3,2,1,2,4,1,1,1,1,2,1,1,2,1,2,3,2,1,2,2,2,1,0
37,1,2,2,2,2,2,4,1,4,4,2,1,1,2,2,2,2,1,1,1,4,2,3,1,2,2,2,0
66,1,1,2,1,2,1,4,3,6,2,2,1,2,2,1,2,1,2,2,2,2,3,1,1,1,1,3,1
17,1,1,1,2,1,1,1,3,2,1,1,2,2,2,1,2,2,1,1,2,4,2,1,1,1,3,1,0
40,2,2,1,1,2,3,3,3,5,5,1,1,2,1,2,1,2,1,2,2,3,1,3,1,2,3,3,1
38,1,2,1,1,2,2,1,3,1,5,1,2,2,2,2,1,1,2,1,2,1,1,3,1,1,3,3,1
61,3,2,2,2,2,2,3,3,3,5,1,1,1,1,2,2,1,1,1,1,2,3,1,1,2,3,1,0
9,1,2,2,1,3,3,2,4,5,6,1,2,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1
61,2,1,2,1,1,1,3,4,6,1,1,1,1,1,2,2,2,1,2,1,3,3,2,2,2,1,2,0
16,3,2,1,2,1,2,3,4,2,6,2,1,2,1,2,2,1,1,2,2,3,2,3,1,2,3,2,0
2,3,1,1,2,1,1,1,4,3,4,1,1,2,1,1,1,1,2,2,2,3,3,1,2,1,1,3,0
43,1,2,1,1,2,2,1,3,6,2,2,2,2,1,1,1,2,1,2,2,3,3,1,2,2,1,2,0
42,1,1,1,2,3,1,4,4,4,1,1,1,2,2,2,2,2,2,1,2,1,2,3,2,1,2,2,0
57,3,2,1,1,1,2,2,3,1,6,2,2,2,2,2,1,2,2,2,2,4,1,1,2,1,1,2,0
67,1,2,2,2,3,1,4,4,4,2,2,2,1,1,1,2,1,1,2,1,2,3,1,1,2,1,2,0
30,2,2,2,1,1,1,2,4,3,2,1,1,1,1,1,1,1,1,2,2,3,1,2,1,2,3,1,0
13,3,2,1,1,2,1,4,2,1,2,1,2,1,1,2,2,2,2,1,2,4,2,2,2,2,1,2,0
19,1,1,1,2,1,3,2,3,4,1,1,2,2,2,1,1,2,2,2,1,1,3,3,1,1,3,3,1
7,3,2,1,2,1,1,3,3,3,4,2,1,2,2,2,1,1,1,1,1,4,2,3,1,1,2,1,0
9,1,2,2,2,2,1,3,4,1,6,1,2,2,1,2,2,1,2,1,2,3,1,3,2,2,2,1,1
54,1,2,2,2,2,2,4,1,2,4,2,1,2,1,2,1,2,1,2,2,4,2,2,2,2,1,3,0
61,2,1,2,2,1,2,4,3,1,3,1,1,1,2,1,1,2,1,2,1,4,3,2,1,2,1,1,0
2,1,2,1,1,3,3,4,4,6,5,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,3,1,1
50,1,2,2,2,2,2,1,3,3,5,1,1,2,1,2,2,1,2,2,2,2,3,1,2,1,2,3,1
31,1,2,1,2,1,1,2,3,5,4,1,2,2,1,1,2,2,2,2,2,1,1,2,2,1,3,2,1
33,2,2,2,1,2,3,4,1,3,5,1,2,1,1,2,2,1,2,1,2,3,2,2,1,1,1,1,1
11,1,1,2,2,3,3,1,1,5,4,1,2,2,2,1,1,1,2,2,2,2,2,3,2,2,2,2,0
33,1,2,1,1,1,3,4,2,4,2,2,1,2,1,1,2,2,2,1,2,4,3,2,2,1,1,3,1
7,1,1,2,1,1,1,1,1,6,6,1,1,2,2,2,2,2,2,2,1,3,3,2,1,1,2,1,1
31,3,1,2,2,3,1,4,4,2,3,1,2,2,2,2,1,1,1,2,1,4,3,1,2,1,3,2,0
48,2,2,1,2,3,2,3,1,1,5,1,2,1,1,1,2,1,1,2,1,4,1,2,1,1,1,3,0
47,3,1,2,1,1,2,1,2,3,2,1,1,1,1,2,1,2,1,2,2,4,1,3,2,2,1,1,0
53,2,2,2,2,3,2,3,4,2,5,1,2,1,1,1,2,1,2,1,1,4,3,1,2,1,2,1,0
19,2,1,2,2,3,3,1,1,5,3,1,1,1,2,2,1,2,2,2,1,4,1,2,1,1,3,2,0
6,3,1,2,1,1,1,2,2,5,1,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,1,0
49,2,2,1,2,2,2,2,2,3,3,1,2,1,2,1,2,2,1,2,2,3,2,2,2,2,2,2,0
50,2,1,1,2,3,1,1,1,6,2,2,1,1,1,2,1,1,2,2,2,1,2,1,2,1,2,2,0
12,3,1,2,1,2,3,4,1,5,3,2,1,1,2,1,1,2,1,2,2,4,2,1,1,1,1,1,0
23,1,2,1,1,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,2,3,2,1,2,3,3,0
54,2,2,2,1,2,1,2,4,2,3,1,1,1,1,1,1,2,2,2,2,1,2,3,2,2,3,1,0
69,3,1,2,1,3,3,2,4,2,5,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,3,3,0
59,2,1,2,1,1,2,3,4,3,6,1,1,1,2,1,1,1,1,1,2,4,1,1,1,1,2,2,1
36,3,1,2,1,1,1,2,2,5,3,1,2,1,2,2,1,1,2,1,2,3,2,1,2,1,3,2,0
3,1,2,1,1,1,1,4,2,5,3,1,1,1,1,1,2,1,2,1,2,4,1,1,1,1,3,1,1
58,2,1,2,1,1,3,3,4,4,4,1,1,1,1,1,2,1,2,1,1,4,2,3,2,2,1,1,1
55,1,1,1,2,1,1,2,2,1,3,2,2,2,1,1,1,2,2,2,2,2,3,2,2,1,1,1,0
57,1,1,1,1,1,1,1,1,1,5,2,1,1,2,1,2,2,2,1,2,1,3,2,1,2,1,2,1
17,3,2,2,1,2,1,1,3,5,2,1,1,2,1,1,2,2,2,1,1,3,2,1,2,1,2,1,0
39,2,2,1,2,2,3,2,2,6,1,1,2,1,2,1,2,2,1,2,2,3,2,2,1,1,1,3,1
68,2,1,2,1,2,1,4,1,5,1,1,2,1,1,2,2,2,2,1,2,1,2,3,2,1,3,3,0
55,2,2,2,1,3,3,1,4,2,1,2,2,1,2,2,1,2,1,2,2,4,3,3,2,2,1,2,0
45,2,2,1,2,3,2,3,4,3,1,1,2,2,1,1,2,1,2,2,2,1,1,2,2,1,2,2,1
1,2,1,1,2,3,1,4,2,5,6,1,2,1,1,2,2,2,2,1,2,4,1,2,2,2,1,1,1
21,3,1,2,1,1,3,3,3,4,2,2,2,1,1,1,2,1,2,1,2,4,2,2,1,2,3,1,0
21,2,2,2,2,2,3,3,1,4,6,2,1,2,2,2,1,2,2,2,2,4,3,2,2,2,1,3,1
52,1,2,1,1,3,1,2,1,6,2,2,1,2,2,1,1,1,2,1,1,1,1,2,2,2,1,3,1
43,1,1,2,2,2,3,3,4,5,1,1,1,2,2,2,1,2,2,1,2,3,2,2,2,2,1,2,0
52,2,1,2,2,1,2,1,3,1,3,2,2,2,1,2,1,1,1,1,1,4,3,1,1,2,2,1,1
67,3,2,2,1,2,2,4,4,3,3,1,2,1,1,1,2,2,2,1,1,2,3,1,2,2,2,1,0
44,3,2,1,1,1,2,3,3,4,6,2,1,1,2,1,1,2,1,2,1,3,1,1,2,1,2,1,0
32,2,2,2,1,3,2,2,1,5,4,2,1,1,1,1,1,2,2,1,2,1,3,3,2,1,2,1,1
10,1,1,2,2,1,3,3,4,5,2,1,2,1,1,1,1,2,2,1,1,3,2,3,1,1,2,3,0
64,2,1,2,1,1,3,1,4,2,4,2,1,2,2,2,1,2,1,1,1,2,2,3,1,2,1,1,1
69,2,2,2,1,2,2,4,4,4,5,2,2,1,1,2,1,1,1,1,1,3,1,3,1,2,1,3,0
68,2,2,1,2,1,2,1,3,2,2,2,1,2,1,2,2,2,2,2,2,3,3,1,2,2,2,2,0
28,3,2,1,1,3,2,2,1,3,1,2,1,1,1,1,2,1,2,1,2,3,1,2,1,2,2,1,0
53,3,1,1,2,3,2,3,3,3,1,1,2,2,1,2,1,1,2,2,2,3,1,2,1,1,1,3,0
51,1,1,1,1,1,2,1,4,6,4,1,1,1,1,2,1,1,2,1,1,3,3,2,1,2,3,3,1
53,1,1,2,1,2,3,2,2,4,2,2,2,1,1,1,2,2,1,1,2,1,1,3,1,1,1,3,1
4,2,1,2,1,3,2,2,2,2,3,1,2,2,1,2,1,2,1,2,2,2,3,1,1,2,2,1,0
17,1,2,1,2,3,2,2,1,6,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,3,0
67,2,1,2,1,1,1,2,1,6,4,1,2,1,2,1,2,2,1,1,2,3,1,3,2,1,2,3,0
47,1,1,2,2,1,3,4,1,1,4,2,1,2,2,1,2,1,1,1,1,4,3,3,1,1,1,2,1
56,2,2,1,1,3,2,2,2,2,6,2,1,1,1,1,1,1,1,1,2,3,3,3,2,1,1,1,0
23,3,2,1,1,1,3,2,2,4,6,2,1,2,2,1,1,2,2,2,1,3,3,2,2,2,1,3,0
18,2,2,1,1,1,1,1,4,4,1,2,2,2,1,1,2,2,2,1,1,2,1,1,2,2,3,3,0
1,3,1,2,2,3,1,3,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,1,0
35,3,1,1,1,2,2,2,3,5,5,2,2,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,0
64,1,1,2,1,2,2,3,1,5,4,1,1,2,2,2,2,2,1,2,1,4,2,1,2,2,3,3,1
58,1,2,1,2,3,2,4,1,1,5,2,2,2,1,1,2,2,2,1,2,4,1,2,2,1,1,1,1
59,3,1,2,1,1,2,2,4,6,5,2,1,1,1,1,2,2,1,2,2,4,1,2,2,2,3,1,0
1,2,1,2,2,3,1,1,4,6,1,1,2,1,1,2,1,2,2,1,2,3,1,3,2,2,3,1,1
3,2,1,2,1,3,3,1,1,1,3,2,2,1,1,2,2,2,1,2,2,1,2,3,1,1,3,1,0
67,1,2,2,2,1,2,3,4,1,1,2,1,1,1,2,1,2,2,1,1,4,3,2,2,1,1,1,0
37,2,1,2,2,2,3,4,3,4,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,3,0
29,2,1,2,2,2,2,4,2,4,3,2,1,2,2,1,1,2,2,2,1,1,1,1,2,2,1,3,0
33,2,2,2,1,1,2,2,3,5,6,1,1,1,2,1,2,1,1,2,1,3,2,1,2,1,2,2,1
61,3,1,2,2,3,1,3,2,2,4,1,1,1,2,1,2,2,1,1,2,1,1,3,2,1,2,2,0
4,3,1,1,1,1,2,2,4,3,3,1,1,1,2,1,2,1,1,1,2,1,3,1,1,1,3,1,0
14,2,1,1,1,3,2,4,2,2,4,2,1,1,2,2,1,1,1,2,1,1,3,2,1,1,3,1,1
33,1,2,1,1,1,2,2,3,6,4,2,2,1,2,1,1,2,1,2,2,1,2,1,1,2,3,3,1
22,2,2,1,2,1,1,2,2,5,5,2,1,1,2,1,2,1,1,2,2,4,2,1,2,2,3,2,0
48,1,2,2,1,2,3,2,3,5,2,2,2,2,1,1,1,1,1,2,1,2,3,1,1,2,1,1,0
3,3,1,2,1,2,1,2,2,5,1,1,2,1,1,2,2,2,2,1,1,3,3,2,2,2,1,1,0
23,2,2,1,1,1,2,2,4,5,5,2,2,2,1,1,2,2,1,2,2,1,3,3,2,2,2,2,0
68,2,1,1,1,1,2,1,1,4,5,1,2,1,2,2,2,1,2,2,2,1,2,1,2,1,1,2,0
21,1,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,4,3,2,1,1,1,1,1
43,1,2,1,2,3,3,2,3,1,1,2,2,2,2,1,2,2,1,1,2,4,3,1,1,1,2,2,0
26,2,1,1,1,2,3,4,4,2,5,2,1,1,2,1,2,1,1,2,1,1,3,1,2,1,1,2,1
41,2,1,1,2,3,2,3,2,2,3,1,1,1,2,1,2,2,1,1,1,2,1,2,1,2,1,2,0
38,1,1,2,2,2,2,3,4,6,1,1,1,2,2,2,2,1,1,2,2,3,2,1,1,2,3,3,1
11,3,2,1,1,2,3,4,1,5,2,2,1,2,2,1,2,2,1,2,2,4,2,2,1,2,3,1,0
29,1,1,2,1,3,1,1,3,5,3,2,2,2,2,2,2,1,1,2,1,4,2,3,1,1,2,2,0
60,2,1,2,1,1,1,3,1,3,3,2,1,2,1,2,1,1,1,2,2,2,2,1,2,1,3,2,0
67,3,2,2,2,2,3,4,4,1,5,2,1,1,1,1,1,2,2,2,2,4,1,2,2,1,1,1,0
65,3,2,1,1,2,3,2,1,5,2,1,2,1,1,2,1,2,1,2,2,3,1,1,1,2,3,3,0
61,3,1,1,2,2,2,4,4,6,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2,2,3,1,0
19,3,2,1,1,1,3,2,1,2,5,2,2,2,1,2,1,1,2,2,1,3,1,1,2,1,2,2,0
46,2,2,1,1,2,3,2,3,2,6,2,1,2,1,2,2,2,2,2,2,3,1,2,2,1,1,2,1
49,3,2,1,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,3,2,2,2,1,2,1,0
22,1,1,2,2,2,3,2,1,3,4,1,1,1,2,1,1,2,1,1,2,1,2,2,2,1,1,3,1
57,1,1,1,2,3,2,4,3,5,5,1,2,2,2,1,1,2,1,2,1,2,2,3,2,1,1,1,1
14,1,1,2,2,2,1,3,2,5,3,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1
44,2,1,1,1,2,1,3,4,6,4,1,2,1,1,1,1,1,1,2,2,4,3,2,2,1,3,1,0
16,3,1,2,2,1,1,2,2,5,1,2,1,1,2,1,2,2,2,1,1,2,2,1,1,1,2,3,0
12,1,1,2,2,1,2,2,4,6,6,1,2,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1
55,1,2,1,2,1,1,3,3,3,1,2,1,2,1,2,1,1,2,1,2,4,3,1,1,1,3,1,0
51,1,1,2,1,3,1,4,3,5,6,1,1,2,1,2,2,2,1,2,2,4,1,2,2,2,2,1,1
39,3,1,1,1,3,2,3,2,6,1,1,1,1,2,2,2,2,2,2,1,2,3,3,2,2,3,2,0
33,1,1,1,2,1,2,2,2,1,4,2,2,2,2,1,2,2,2,2,2,4,3,3,2,2,3,3,1
33,3,1,1,2,3,1,3,4,5,5,1,1,1,1,1,2,2,2,2,1,2,2,3,2,2,1,2,1
29,3,2,1,2,1,1,2,1,5,6,1,1,2,2,2,2,1,2,1,2,4,2,3,1,1,2,2,0
69,3,1,1,1,3,1,4,2,2,2,1,2,1,2,1,2,2,2,1,1,2,1,2,2,2,3,1,0
70,2,1,2,2,1,3,1,1,5,5,2,1,2,2,1,2,2,1,1,2,1,3,3,2,2,3,2,1
31,2,1,2,2,1,2,2,4,4,5,2,1,1,1,1,1,2,2,1,2,1,1,3,1,1,3,1,0
31,3,2,1,1,3,2,3,1,3,4,1,2,1,2,1,2,1,1,1,1,4,3,2,1,1,3,1,0
46,3,2,2,2,2,2,1,2,2,3,1,2,2,1,2,1,1,1,1,2,4,2,2,2,1,1,1,0
52,2,2,1,2,1,2,3,3,3,4,1,2,1,1,2,1,1,2,1,2,2,3,1,2,2,1,2,1
10,2,2,1,1,1,1,3,2,4,3,2,2,1,2,1,1,1,1,2,2,3,1,1,2,2,2,3,0
41,3,1,2,1,2,2,3,1,2,4,2,2,2,2,1,1,1,2,1,1,4,3,3,1,1,3,1,0
3,2,2,1,2,1,3,1,2,6,3,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,3,0
59,1,2,2,2,1,3,2,2,6,2,2,1,1,1,2,2,1,2,1,1,4,3,2,1,1,2,3,1
52,3,1,1,1,3,1,1,3,6,6,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,0
34,3,2,1,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,0
49,2,2,2,2,1,2,1,1,4,1,1,1,1,2,1,1,1,2,2,1,4,1,2,1,1,1,2,0
28,1,2,1,2,1,1,4,1,4,1,1,2,1,2,1,1,1,2,1,2,4,2,3,1,2,3,3,1
13,2,1,2,1,2,1,4,1,1,3,2,1,2,2,1,1,1,2,2,2,3,3,1,1,1,1,3,1
69,1,1,2,2,2,1,1,3,2,5,1,2,1,2,1,2,1,1,2,2,3,3,1,2,2,1,3,1
67,1,1,1,1,3,3,1,4,3,1,2,1,2,2,1,2,1,1,1,1,2,2,3,1,2,1,1,0
61,3,1,2,2,3,2,2,4,5,4,2,2,2,1,1,1,2,2,1,2,3,1,1,1,2,2,1,0
60,1,2,2,2,3,1,4,3,4,2,2,2,2,2,1,1,1,2,1,1,1,3,3,2,1,1,2,1
24,3,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,4,1,2,1,2,2,3,0
63,1,1,2,1,2,2,3,2,4,1,1,2,1,2,1,1,1,1,1,2,4,3,2,2,1,2,1,1
61,3,2,1,1,3,2,3,1,6,1,2,1,2,1,2,1,1,1,2,1,2,1,3,1,1,1,3,0
23,1,2,2,1,2,3,3,4,3,4,1,1,1,2,2,2,1,1,2,2,4,1,2,2,1,2,1,0
30,2,1,1,2,1,2,4,2,5,4,1,1,2,1,1,1,2,1,2,2,1,3,2,2,1,3,2,0
60,1,1,1,1,1,2,3,4,5,1,2,1,2,2,2,2,1,2,1,2,2,3,2,1,2,3,3,1
18,2,1,2,2,2,1,4,1,4,5,2,1,2,2,2,2,2,1,2,2,4,1,2,1,2,2,1,0
56,1,2,2,2,2,1,4,4,5,6,1,2,2,1,1,2,1,2,2,1,1,3,2,1,1,1,2,1
53,1,2,1,2,3,3,2,3,6,6,2,1,2,1,2,1,2,1,1,1,2,2,2,1,2,1,2,1
7,3,1,2,2,2,2,3,3,6,6,2,2,1,2,2,2,2,2,2,2,1,3,1,2,2,2,1,0
69,1,1,1,1,3,3,2,1,5,5,1,1,2,1,2,1,2,1,2,2,4,1,1,1,2,1,2,1
52,1,1,1,1,2,2,3,2,3,4,1,2,2,2,1,1,2,1,2,2,3,3,1,2,1,2,1,1
4,1,2,1,1,2,3,1,2,6,4,1,2,1,1,1,1,2,1,1,1,2,3,2,2,1,3,3,0
34,2,1,1,1,2,2,2,2,4,2,1,2,2,2,2,2,2,1,1,1,4,1,1,2,1,2,2,1
69,3,2,1,2,1,1,4,3,1,5,2,2,2,1,2,2,1,1,1,1,2,3,3,2,2,2,3,0
33,3,1,1,1,1,3,2,2,6,6,1,1,2,2,1,1,2,1,1,2,2,1,3,1,2,3,1,1
69,1,1,2,2,1,1,3,4,1,1,1,1,1,2,2,2,2,1,2,1,2,1,3,1,2,3,3,1
38,1,2,1,1,3,2,4,4,2,3,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1
26,2,1,2,1,3,3,4,2,3,2,2,2,2,2,1,1,1,1,1,2,2,1,2,1,2,3,2,1
1,1,2,1,2,1,1,4,2,4,6,2,2,2,1,1,1,2,2,1,1,3,2,3,1,2,3,2,1
4,3,1,1,1,1,1,3,3,5,2,2,1,1,1,1,1,2,1,1,2,4,2,1,2,1,1,2,0
39,3,2,2,1,2,1,1,1,3,6,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,3,1,0
54,2,2,1,2,2,2,1,3,4,1,2,1,1,1,2,2,1,1,1,1,2,3,2,1,1,3,3,0
33,2,2,2,2,3,3,2,3,4,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,1
33,3,1,1,2,3,1,4,1,3,4,1,2,2,2,1,1,2,1,1,2,4,1,1,1,1,3,2,1
20,2,1,1,1,2,2,3,4,6,5,2,1,1,2,1,2,2,1,1,2,1,2,2,2,1,2,3,1
